accx,accy,accz
1.349438,-0.06967125,0.01295455
1.403326,-0.08871837,-0.02165956
1.324907,-0.0597172,-0.05047888
1.095399,-0.1025269,-0.05652726
0.8091156,-0.213332,-0.04421323
0.745015,-0.3512225,-0.0297293
1.009023,-0.4641837,-0.01529838
1.238886,-0.4852083,-0.02503525
1.230881,-0.2909622,-0.04911885
1.165878,0.06174999,-0.04205704
1.080313,0.2344072,-0.01865781
0.9742725,0.1410642,0.006539618
0.8919599,0.04123529,0.0305551
0.8597842,-0.05011759,0.03263535
0.8550391,-0.160149,0.0458884
0.8047406,-0.1462833,0.08830738
0.8026359,-0.1210501,0.1404973
0.8287189,-0.1333883,0.1701629
0.8268027,-0.06568387,0.1297699
0.8626135,-0.005515232,0.07869249
0.847231,0.01056855,0.07190578
0.8192046,0.03673065,0.07574621
0.8396675,0.07306692,0.08759192
0.852597,0.08673097,0.09632218
0.9115254,0.05110887,0.1127896
0.9683781,0.03796836,0.1249979
1.014819,0.04040796,0.08579151
1.146523,0.02853438,0.06062575
1.276195,0.06917552,0.07537201
1.323533,0.1612671,0.07243926
1.34426,0.2348008,0.03904252
1.354999,0.171281,-0.02002747
1.376738,-0.01325356,-0.08586722
1.431622,-0.1679927,-0.1318038
1.395909,-0.2924329,-0.1313044
1.223963,-0.4283347,-0.1098079
0.9870336,-0.4631993,-0.07356489
0.7731872,-0.3206325,0.001003916
0.7509578,-0.2012411,0.0004202465
0.8471231,-0.1809044,-0.05984589
0.9599514,-0.1634297,-0.06837466
1.10277,-0.230581,-0.1024807
1.058558,-0.2778655,-0.12587
0.9061748,-0.2395549,-0.1016695
0.859729,-0.2287316,-0.1170099
0.8365495,-0.1805429,-0.1296279
0.8964755,-0.141217,-0.1461247
0.9730674,-0.1240052,-0.1694065
0.9656209,-0.093298,-0.1553314
0.9981024,-0.1053973,-0.1507457
1.005156,-0.09818039,-0.1451217
0.99242,-0.08120171,-0.1496699
1.011665,-0.0590827,-0.1670573
0.9878888,-0.02382858,-0.1427839
0.9739684,-0.01692302,-0.1049896
0.9635996,-0.0002734732,-0.0607217
0.9571609,0.001204711,-0.0327107
0.9910274,0.00731246,-0.04563293
1.028438,0.04998465,-0.05095482
1.103872,0.07482275,-0.05323597
1.169433,0.101077,-0.04698356
1.177926,0.1456482,-0.00792271
1.184409,0.1716855,0.03506368
1.221592,0.1445978,0.05634477
1.30013,0.1012663,0.04823848
1.305617,0.08944939,0.02830136
1.178276,0.06409132,-0.0129833
1.005696,-0.03492929,-0.08921457
0.8759605,-0.2433009,-0.1257228
0.8728565,-0.4573131,-0.08719129
0.9280564,-0.5074078,-0.03157468
0.9974657,-0.4040024,0.008214197
1.121407,-0.2042452,0.01588057
1.158111,0.03974529,-0.0111465
1.107005,0.1558132,-0.0197173
1.092043,0.1012197,0.009276986
1.04937,0.05482919,0.03236916
0.982349,-0.0334436,0.04669799
0.9027527,-0.2268399,0.07415614
0.7966053,-0.2346909,0.1072069
0.7696404,-0.1278522,0.1434733
0.7789515,-0.1281276,0.169478
0.7779264,-0.0469339,0.1548549
0.8096743,0.03450602,0.1259766
0.7991834,0.02700253,0.1082068
