accx,accy,accz
-0.06335838,1.001975,0.2293306
-0.06388105,1.009935,0.2305528
-0.06697451,0.9840517,0.227607
-0.05889648,0.9754897,0.2178699
-0.04754804,0.983486,0.2143745
-0.04042722,0.9880246,0.2089452
-0.0485577,0.9833268,0.1989036
-0.06152993,0.975551,0.2020786
-0.05048127,0.9772268,0.2044433
-0.02945544,0.9713994,0.1976238
-0.01684603,0.9743881,0.2005912
-0.02235049,0.9905464,0.2050497
-0.03687737,0.9928579,0.1995717
-0.02575445,0.9941377,0.1919159
-0.01793547,0.997642,0.1853921
-0.02785787,1.006254,0.1783078
-0.02334644,1.010868,0.1736219
-0.02776925,0.9923422,0.182015
-0.03607678,0.9784386,0.1928254
-0.03070105,0.9805539,0.1850518
-0.0347457,0.9833131,0.1809871
-0.03720076,0.9790978,0.2005923
-0.03377133,0.9787247,0.2116474
-0.03501482,0.9953305,0.1951686
-0.04429211,1.00307,0.1825041
-0.06171129,0.9806687,0.1957868
-0.0666988,0.9503163,0.2089131
-0.06762906,0.948548,0.2077519
-0.08879582,0.9645937,0.2119249
-0.1135292,0.9814685,0.2088765
-0.1102594,1.007426,0.1971223
-0.09135265,0.9992146,0.2030086
-0.09018518,0.9735541,0.2078903
-0.0975945,0.9804157,0.2054764
-0.1013256,0.973309,0.2084338
-0.09101137,0.9624851,0.2070534
-0.06101808,0.9711869,0.2109231
-0.03958297,0.976087,0.2213396
-0.0291518,0.9909446,0.2308186
-0.02355848,0.9919251,0.2391833
-0.02211339,0.9860387,0.2337657
-0.01821236,0.9950801,0.2269611
-0.02191075,0.9761529,0.2300216
-0.02082472,0.9557129,0.229293
-0.01785966,0.9618328,0.2285083
-0.02862402,0.971188,0.2298726
-0.04139473,0.9826798,0.2283902
-0.05691165,0.9821548,0.2268819
-0.0601748,0.977049,0.2234071
-0.05460698,0.979502,0.2215707
-0.06030025,0.9774245,0.2261407
-0.05912255,0.9801239,0.2292103
-0.059439,0.9863644,0.227195
-0.06454666,0.9883351,0.2245467
-0.05826769,0.9878744,0.2231812
-0.05322807,0.984063,0.2234864
-0.05019298,0.9782633,0.2253848
-0.04766523,0.9712589,0.2282834
-0.04733853,0.9722417,0.231649
-0.04308968,0.9765378,0.2324963
-0.03683023,0.9749882,0.229758
-0.02980128,0.9779599,0.2286314
-0.03118585,0.9773698,0.2313357
-0.03882067,0.9716738,0.2364339
-0.03917105,0.9747842,0.2414306
-0.03924805,0.9777641,0.2410311
-0.04133494,0.9795835,0.2386768
-0.04333179,0.9823028,0.2377324
-0.04585085,0.9812023,0.2336777
-0.04506644,0.9808727,0.2321446
-0.04933477,0.9741328,0.2350869
-0.05438897,0.9679179,0.2336745
-0.04768537,0.9787165,0.228143
-0.04082951,0.9891903,0.2244844
-0.04200742,0.9856518,0.2293751
-0.04661561,0.979072,0.2366918
-0.0490225,0.9770831,0.2347593
-0.04425334,0.9773716,0.2359548
-0.03868246,0.977556,0.2400196
-0.03979668,0.9753867,0.2312468
-0.04157863,0.9725351,0.2264315
-0.04047098,0.9755037,0.2371501
-0.0417122,0.977442,0.2451969
-0.04091654,0.9749051,0.2417258
-0.03645744,0.9748238,0.237857
-0.03603571,0.9753569,0.2395047
-0.03784278,0.9771926,0.2380796
-0.03967527,0.9801851,0.2370509
-0.04039128,0.9809036,0.238486
-0.04115227,0.9793977,0.2360315
-0.04528057,0.9766787,0.2373339
-0.04654381,0.9760687,0.2391508
-0.04489997,0.9763708,0.2391089
-0.04235685,0.9767815,0.2417313
-0.03899184,0.9783184,0.2358557
-0.04114787,0.979978,0.2294497
-0.04637579,0.9822887,0.234745
-0.04899776,0.9835037,0.238118
-0.04581243,0.982465,0.2358437
-0.04120878,0.9796043,0.2374151
-0.04483281,0.9778022,0.2398303
-0.04580035,0.976946,0.2367172
-0.035978,0.9755256,0.2341782
-0.02922115,0.9816635,0.2355661
-0.03261404,0.9879519,0.2384087
-0.03974063,0.9797583,0.2422999
-0.04286669,0.9711064,0.2418657
-0.04197656,0.9737864,0.2381407
-0.04118638,0.9769304,0.2370529
-0.04215612,0.9779598,0.2371171
-0.04442077,0.9810456,0.2359911
-0.04449285,0.9804709,0.2322697
-0.04267109,0.9764481,0.2322615
-0.04165255,0.972549,0.2392307
-0.04130597,0.970128,0.2407606
-0.04001472,0.9753194,0.2374479
-0.03808098,0.9795221,0.2396322
-0.03887582,0.974341,0.2422385
-0.0393319,0.9702155,0.2430326
-0.03877801,0.96955,0.2436839
-0.04095338,0.96841,0.2404975
-0.0421715,0.9679041,0.2359406
-0.0422709,0.9694385,0.2322053
-0.04416695,0.9733576,0.2334646
-0.04591183,0.9784327,0.2411021
-0.04281527,0.9831013,0.244387
-0.038293,0.9838112,0.2423698
-0.04028931,0.9810135,0.2382243
-0.03934661,0.9792632,0.2345396
-0.02945946,0.9807822,0.2361796
-0.02455323,0.9864093,0.2373874
-0.03542929,0.9881585,0.2404207
-0.0503242,0.9757413,0.2492762
-0.04608641,0.9602183,0.2515042
-0.03013845,0.9617727,0.2386201
-0.02767457,0.9730673,0.220616
-0.05005266,0.9765392,0.2181031
-0.07689421,0.9755139,0.231439
-0.06783185,0.976548,0.2379201
-0.05268541,0.982795,0.2266557
-0.06253514,0.9881247,0.2168965
-0.06075182,0.9811374,0.226312
-0.05910386,0.9715153,0.2332366
-0.05949622,0.9664252,0.2275948
-0.04587526,0.9625451,0.2291417
-0.05183776,0.9612575,0.2353253
-0.05746249,0.9599499,0.2438049
-0.05226237,0.9608247,0.2525408
-0.05615602,0.9665696,0.2437522
-0.05014198,0.976591,0.2348727
-0.04808619,0.9837516,0.2443568
-0.05045715,0.9732311,0.2487455
-0.04548388,0.9603132,0.2453306
-0.0455085,0.9658458,0.2506294
-0.03997418,0.9776077,0.2565659
-0.0382021,0.9858836,0.2535319
-0.04057725,0.9868818,0.2418038
-0.03245939,0.9817587,0.2279403
-0.02126967,0.9837745,0.2231798
-0.003597611,0.9875873,0.2217841
0.001380986,0.9886982,0.2186778
-0.01053918,0.9924736,0.2260461
-0.01009671,0.9930234,0.2384636
-0.006189877,0.9961248,0.2431196
-0.005162984,0.9958604,0.2415883
-0.002698691,0.9779621,0.2311667
-0.0001885349,0.9676789,0.2193972
0.01396855,0.9859837,0.2163008
0.02551895,1.005718,0.2122361
0.01380246,0.9978363,0.2106072
-0.004278132,0.9888528,0.217786
-0.009319041,0.990032,0.2256756
-0.01140503,0.9730109,0.2356971
-0.01702562,0.9674604,0.2412279
-0.01617994,0.984083,0.2362637
-0.01875163,0.9871575,0.2326011
-0.02479563,0.9810125,0.2303514
-0.02189551,0.9706157,0.2368445
-0.02053085,0.9661128,0.2485415
-0.01862094,0.9686295,0.2386279
-0.01341808,0.9636437,0.2300576
-0.01488377,0.9637115,0.2395971
-0.01600916,0.9602581,0.2395664
-0.01287705,0.9548567,0.2331004
-0.01203058,0.9712375,0.2248077
-0.01561336,0.9951084,0.2212461
-0.0240191,0.9992517,0.2467719
-0.03104278,0.9744745,0.2699043
-0.0230106,0.9560082,0.2492125
-0.007006078,0.9754386,0.2279705
-0.003723041,0.9957211,0.2400283
-0.008647311,0.991363,0.2359588
-0.01039615,0.989026,0.2131086
-0.007246934,0.9913255,0.2121729
-0.002881804,0.9850276,0.2196482
-0.0006240082,0.9835577,0.2277439
0.006813975,0.9796902,0.2353383
0.01237175,0.9655403,0.2376851
0.01096331,0.9632822,0.2376521
0.01481445,0.9771155,0.2286789
0.01762892,0.9913847,0.2320416
0.01176449,0.9845071,0.2403184
-0.004476938,0.9678578,0.235914
-0.02353917,0.9633301,0.2401212
-0.02092557,0.959213,0.2374583
-0.01233218,0.9693743,0.2314655
-0.01549817,0.9865461,0.2351099
-0.007451744,0.9834611,0.2314315
-0.002557268,0.9830192,0.2293478
-0.01258686,0.9869923,0.2211936
-0.01203145,0.9855134,0.213905
-0.005835412,0.979797,0.2259196
-0.001805892,0.9697074,0.2305202
-0.003761943,0.9723313,0.2201068
-0.01333053,0.9736344,0.2128952
-0.01469051,0.9677088,0.221862
-0.01538116,0.976927,0.2308601
-0.01560433,0.9876629,0.2232966
-0.00944542,0.9912679,0.2233362
-0.006203473,0.9918168,0.2323354
-0.002793906,0.9806904,0.2344502
-0.005656628,0.9703908,0.2248825
-0.009087781,0.9795033,0.2039883
-0.006393013,0.9917257,0.1978485
-0.01292509,0.9856659,0.2170643
-0.02115761,0.9705282,0.2404529
-0.02536511,0.9607476,0.246009
-0.02954102,0.9694301,0.231886
-0.03423258,0.983709,0.2241246
-0.0367883,0.9722399,0.2309209
-0.02491469,0.9656764,0.2332654
-0.01052893,0.9821181,0.2259293
-0.007668283,0.9876847,0.2184793
-0.01151647,0.9881098,0.2136051
-0.02268669,0.9879955,0.2103403
-0.03969109,0.9789655,0.2129907
-0.0507467,0.9694809,0.216421
-0.04142429,0.966266,0.2158872
-0.02679891,0.9769461,0.2145836
-0.02560151,0.9853967,0.2125327
-0.03086341,0.9844241,0.217185
-0.03921735,0.9846907,0.2223117
-0.03742893,0.9798887,0.2134915
-0.03184088,0.9778484,0.2063278
-0.03686599,0.9803977,0.2105853
-0.03365215,0.9815522,0.2135817
