accx,accy,accz
1.444393,-0.8094473,-0.2922446
1.348603,-0.643017,-0.1584741
1.093327,-0.4795513,-0.1239414
0.9614762,-0.5442742,-0.2703753
0.9963694,-0.5250438,-0.3657714
1.025182,-0.4819016,-0.3357745
0.9828536,-0.4926431,-0.2217506
0.9315856,-0.4499412,-0.1203141
0.8044002,-0.3950891,-0.1383661
0.6301373,-0.2734218,-0.1602718
0.5517168,-0.1366927,-0.1237155
0.5481993,-0.1221008,-0.13376
0.5803879,-0.1565356,-0.1355878
0.5987393,-0.1816827,-0.1081312
0.5891384,-0.2077297,-0.10513
0.6340179,-0.1962905,-0.06147589
0.7237311,-0.1441357,-0.02401035
0.8546021,-0.08487583,-0.02990401
1.061236,-0.03757782,-0.01020331
1.274529,-0.03055412,-0.007941668
1.408594,-0.04460126,-0.003041887
1.460688,-0.03684682,0.04047206
1.469833,-0.03680627,0.06043394
1.468853,-0.1007989,0.02916762
1.51938,-0.3146724,-0.1149696
1.57794,-0.5852906,-0.267868
1.516787,-0.655962,-0.2061289
1.352813,-0.6608895,-0.1040644
1.170294,-0.7154975,-0.1478379
1.097103,-0.606423,-0.142455
1.105247,-0.4568436,-0.09735934
1.039772,-0.3785563,-0.1024252
0.9738538,-0.3294307,-0.04100016
0.7854334,-0.3678256,-0.005417464
0.4457534,-0.3699593,-0.0481452
0.3670989,-0.3964225,-0.06409296
0.4304211,-0.4141834,-0.04391166
0.355802,-0.2980627,0.001217672
0.3437957,-0.2491793,0.01483219
0.4038327,-0.1445089,0.03187902
0.4386489,-0.05765212,0.05478476
0.521172,-0.1528029,0.06059271
0.6783601,-0.1977801,0.1489055
0.8654489,-0.3197215,0.2274281
1.000402,-0.4058229,0.2580185
1.106398,-0.326521,0.2805285
1.25993,-0.3547211,0.2255362
1.377703,-0.4204941,0.1078142
1.42994,-0.6004547,-0.05530882
1.568423,-0.8288207,-0.1024489
1.623273,-0.730427,-0.04871675
1.255164,-0.5888255,-0.1551108
0.8920949,-0.6536085,-0.2948352
1.035759,-0.6399921,-0.3422605
1.189738,-0.5611692,-0.3057369
1.06508,-0.5287811,-0.1858917
0.9500668,-0.4292425,-0.1507715
0.7318791,-0.3184379,-0.1677176
0.5674951,-0.1739012,-0.1592781
0.6313533,-0.04135934,-0.1583964
0.5673139,-0.09965496,-0.1518989
0.5247079,-0.1578523,-0.1721654
0.5608796,-0.174964,-0.1508775
0.5339943,-0.1903717,-0.1040152
0.6539625,-0.1267175,-0.07813492
0.7546195,-0.1032483,-0.02368877
0.8421311,-0.03611124,-0.01949221
1.035052,0.06815243,-0.01100701
1.214569,0.09196218,0.05485594
1.406271,0.1118957,0.1114232
1.434885,0.06776683,0.1528234
1.445979,0.002192771,0.1215156
1.573919,-0.1171158,0.03578542
1.627238,-0.4411405,-0.1418036
1.691288,-0.6918088,-0.3410381
1.524036,-0.6419755,-0.2738492
1.176443,-0.5688725,-0.1424313
1.094435,-0.6300032,-0.1744502
1.116623,-0.536009,-0.1498332
1.096254,-0.2933919,-0.08198895
1.034763,-0.1688597,-0.01369847
0.8612378,-0.1795947,0.05624375
0.5666054,-0.3284714,-0.02532516
0.2915191,-0.4292049,-0.09251133
0.2859786,-0.3966275,-0.07255291
0.3754301,-0.3740985,-0.08846264
0.3810182,-0.2820943,-0.04019111
0.4378605,-0.1795802,0.01325954
0.5286631,-0.1271069,0.04068551
0.6581464,-0.1378841,0.1036301
0.8307967,-0.2679301,0.1571792
0.9783966,-0.3840201,0.2282119
1.081972,-0.431806,0.2612488
1.097778,-0.3622745,0.2799529
1.11985,-0.3187692,0.2865884
1.238148,-0.4961445,0.1188564
1.383752,-0.7609757,-0.1388458
1.534887,-0.9345167,-0.2443208
1.562783,-0.7522462,-0.1137009
1.288242,-0.4808961,-0.03986269
0.9663295,-0.5413834,-0.2072401
0.9970865,-0.5948949,-0.3379877
1.206733,-0.573274,-0.3394241
1.221914,-0.5631837,-0.2550191
1.027959,-0.4375314,-0.1448274
0.7475038,-0.3613659,-0.1510645
0.6401172,-0.3009559,-0.1730158
0.7132356,-0.190433,-0.1542865
0.651865,-0.1288769,-0.1596883
0.6279994,-0.1154888,-0.1571653
0.7027123,-0.1721035,-0.1501806
0.6554043,-0.2005782,-0.1309971
0.6391249,-0.2219484,-0.09803434
0.6363266,-0.2256647,-0.08434573
0.6545917,-0.09036179,-0.07400782
0.7895755,-0.01386407,-0.055689
0.8863401,0.02627015,-0.02830832
1.011621,0.07698064,0.02411798
1.142196,0.01400341,0.07280077
1.230913,-0.01111265,0.08628697
1.385515,-0.03928839,0.0994222
1.439181,-0.1253271,0.1054557
1.446539,-0.2459549,0.07174503
1.58356,-0.4760153,-0.0247268
1.650509,-0.6088825,-0.1418495
1.450372,-0.5826806,-0.1201494
1.146186,-0.58981,-0.0707053
1.087642,-0.6234649,-0.1425185
1.153885,-0.4911727,-0.1317772
1.104758,-0.223298,-0.03751078
1.075446,-0.161562,0.01593291
0.9961353,-0.3206333,0.02454001
0.7868383,-0.4406678,-0.04960845
0.5766797,-0.4217329,-0.07889239
0.46838,-0.3713374,-0.0446945
0.5141873,-0.3658497,-0.03786203
0.5701765,-0.2547831,-0.01281347
0.6066365,-0.1260763,-0.009013808
0.6095742,-0.1085128,0.01207639
0.515556,-0.1096801,0.0539613
0.5232897,-0.1328209,0.05041739
0.6170306,-0.133133,0.1204431
0.7250783,-0.1403361,0.244793
0.8425044,-0.1581411,0.3023894
0.8893669,-0.1386703,0.3280387
1.012815,-0.2048814,0.3798706
1.125846,-0.257761,0.400551
1.210737,-0.2284985,0.3685741
1.381833,-0.2629603,0.3328092
1.369315,-0.4399485,0.1650725
1.396276,-0.7506376,-0.03464397
1.555406,-0.8758166,-0.03629986
1.327082,-0.6768537,-0.0824742
0.9843392,-0.5606928,-0.2456753
0.9855041,-0.668932,-0.3229045
1.193399,-0.7006782,-0.3584089
1.345023,-0.5990825,-0.3215356
1.134352,-0.5365909,-0.2228729
0.7991124,-0.4691437,-0.2136424
0.7585109,-0.3518372,-0.2263208
0.7782221,-0.2475261,-0.2215976
0.7376334,-0.1855283,-0.2157563
0.6830366,-0.1991764,-0.1835127
0.5731454,-0.2110259,-0.1810343
0.5903384,-0.1865323,-0.1569401
0.6341043,-0.1393988,-0.09918804
0.5805726,-0.03419118,-0.06040071
0.6117148,0.02656292,-0.02428391
0.6931825,0.03133879,-0.02511301
0.8226799,0.04817414,0.008356686
0.9947485,0.04434029,0.08174713
1.106516,0.0488229,0.1177599
1.257014,0.06208223,0.1499136
1.415419,0.05168039,0.1341159
1.524959,-0.01231377,0.114666
1.617385,-0.1565747,0.1086365
1.60981,-0.2711089,0.009503323
1.599133,-0.3254513,-0.0725083
1.589174,-0.424419,-0.05702801
1.371554,-0.5311076,-0.06727622
1.09632,-0.5397503,-0.1481637
1.029224,-0.4861962,-0.1700398
1.068998,-0.4186841,-0.1211191
1.008407,-0.2788997,-0.1007757
0.961447,-0.2002539,-0.0523185
0.9882402,-0.3052031,-0.03004251
0.8529616,-0.3650133,-0.05212586
0.6807842,-0.3399346,-0.02286449
0.6141304,-0.3349818,-0.03358391
0.4992212,-0.2839326,-0.02836814
0.4895661,-0.2574676,0.01353154
0.5661435,-0.2786389,-0.003745423
0.5167034,-0.2736507,0.01295913
0.5126518,-0.2705618,0.02269633
0.5447573,-0.2598463,0.02221125
0.5094131,-0.2602565,0.09118457
0.5817569,-0.3093838,0.1449875
0.7585575,-0.3557279,0.1887442
0.9538787,-0.3163165,0.2424873
1.099854,-0.2271346,0.2904671
1.157577,-0.2037262,0.3396364
1.303008,-0.2143594,0.3708714
1.467461,-0.2194294,0.3874752
1.499161,-0.2714946,0.3388872
1.510595,-0.4603103,0.2042923
1.563417,-0.7244457,0.08199074
1.620439,-0.7258047,0.09334464
1.392791,-0.4997855,0.1293582
0.8841176,-0.4153083,-0.002635441
0.6963911,-0.4667441,-0.1444366
0.9571634,-0.5173358,-0.2422132
1.204563,-0.5208417,-0.3042807
1.140573,-0.4782026,-0.1859068
0.9103685,-0.431686,-0.1298977
0.6877081,-0.346951,-0.1956742
0.5297812,-0.2462517,-0.1844814
0.5624406,-0.1783941,-0.1819639
0.5958395,-0.1610124,-0.1669221
0.5862662,-0.1675328,-0.1289429
0.635852,-0.1362681,-0.09304926
0.5531707,-0.1325537,-0.04607342
0.5097247,-0.1142036,-0.03244662
0.6243723,-0.03436575,0.0005057578
0.8302535,-0.01702855,-0.01242229
1.111717,-0.01921728,-0.04190383
1.235297,0.009288607,-0.009567973
1.347915,0.03635311,-0.02071014
1.479088,0.05372321,-0.01514178
1.400518,-0.005504875,-0.001489508
1.394851,-0.1583093,-0.0364988
1.47956,-0.3832093,-0.08602215
1.464458,-0.548152,-0.1600924
1.438249,-0.5619822,-0.1332644
1.299076,-0.6094684,-0.04823851
1.115487,-0.6482538,-0.04362272
1.115405,-0.5344134,-0.04891634
1.113309,-0.4022325,-0.06264472
1.037152,-0.2149419,-0.05192243
1.045055,-0.0928722,0.01456443
0.9828491,-0.2552078,0.04765603
0.7892094,-0.3592009,0.0250808
0.6114137,-0.3328509,-0.03284559
0.4525836,-0.3667019,-0.04969096
0.4346497,-0.3155962,-0.0309715
0.5063787,-0.2487068,-0.04840805
0.4596965,-0.231439,-0.04660134
0.4967021,-0.2090283,-0.02381717
0.5745421,-0.2181392,0.01888513
0.5096733,-0.2149025,0.1004615
0.5313885,-0.2548805,0.1686054
0.6508975,-0.2933332,0.2034835
0.7974077,-0.2430089,0.2063534
0.939342,-0.2125588,0.2335091
0.9983999,-0.2202957,0.2757346
1.139985,-0.2363456,0.2895063
1.310832,-0.2426034,0.311447
1.38454,-0.2551333,0.2732345
1.429008,-0.3321805,0.1204046
1.43556,-0.4926508,-0.1064247
1.481759,-0.659708,-0.2050496
1.554109,-0.6871387,-0.03270136
1.483588,-0.6986847,0.06900717
1.063205,-0.758496,-0.03311943
0.6163006,-0.7417661,-0.09851482
0.9472952,-0.7659048,-0.1646484
1.364164,-0.7095375,-0.2192623
1.001298,-0.5313041,-0.1484415
0.8287479,-0.5208296,-0.103498
0.9623519,-0.4452513,-0.1827549
0.8432816,-0.2306551,-0.2435553
0.8632279,-0.1958938,-0.2377149
0.8235829,-0.2438992,-0.2577327
0.6827552,-0.2692895,-0.2532113
0.7223478,-0.2789569,-0.1951839
0.6542987,-0.2372263,-0.1761312
0.6415763,-0.1576654,-0.1655938
0.6911046,-0.03161448,-0.1496235
0.678531,0.06393191,-0.1584967
0.762233,0.1000043,-0.1326124
0.7332115,0.1089764,-0.06455643
0.7185058,0.1136112,0.02129701
0.8540953,0.1151424,0.09499365
0.9913384,0.03751309,0.1272213
1.165123,-0.03625622,0.1894398
1.256758,-0.01702757,0.2857032
1.320914,0.03710374,0.3142107
1.411814,0.05943391,0.2792038
1.437828,-0.01395083,0.2604409
1.492535,-0.1398954,0.2231281
1.523402,-0.3338712,0.07459723
1.497543,-0.5519941,-0.06525444
1.367397,-0.5167597,-0.0398874
1.156084,-0.3681341,-0.04213897
1.169945,-0.4007208,-0.2326261
1.246702,-0.3802919,-0.3232386
1.155702,-0.2955492,-0.167168
1.117379,-0.3403863,-0.03731181
1.073569,-0.385847,-0.04383994
0.9763276,-0.4721636,-0.08449898
0.8898064,-0.5006709,-0.08398031
0.6386312,-0.345454,-0.01991173
0.4708973,-0.2485451,0.02491741
0.5928831,-0.1902568,-0.01317497
0.624759,-0.1522164,-0.0580869
0.5376403,-0.1645244,-0.01366945
0.5278157,-0.148926,0.02715513
0.5274271,-0.1839831,0.02380344
0.5649862,-0.2278596,0.08666693
0.6852649,-0.2764956,0.1361485
0.8158705,-0.2921514,0.1385139
0.9173698,-0.2129315,0.150497
0.9541876,-0.1783858,0.1560945
0.9729532,-0.1719807,0.1973071
1.092424,-0.1845992,0.2265003
1.228372,-0.2264166,0.1816396
1.289236,-0.3437935,0.01031619
1.416653,-0.645026,-0.2386293
1.561189,-0.8502205,-0.2502474
1.518779,-0.7613957,-0.07224481
1.367379,-0.64012,-0.02434284
1.081858,-0.645589,-0.07951963
0.770972,-0.6532515,-0.1791112
1.049226,-0.6362402,-0.2654758
1.445356,-0.5918426,-0.2046353
1.112944,-0.4807383,-0.1133284
0.8070583,-0.4619069,-0.1105522
0.7666838,-0.3950967,-0.1178712
0.5576696,-0.1734505,-0.1097265
0.578252,-0.1084704,-0.1059377
0.6437002,-0.1288061,-0.1026474
0.5991867,-0.1084464,-0.09488382
0.6479629,-0.1172225,-0.07635486
0.5854671,-0.1070661,-0.07024082
0.633778,-0.08956487,-0.0757718
0.7410463,-0.02732898,-0.06919692
0.7990901,0.03523144,-0.06750274
1.028898,0.007707589,-0.05451503
1.142656,-0.01120352,-0.001697437
1.198757,0.03017249,0.07085463
1.36665,0.0672215,0.1252719
1.438617,0.03464599,0.1093748
1.452824,-0.1051151,0.04919894
1.528787,-0.3313237,-0.03278065
1.605482,-0.4826993,-0.1462631
1.466448,-0.5522829,-0.1751681
1.253577,-0.6411966,-0.1592738
1.197897,-0.5932897,-0.2007082
1.186613,-0.485866,-0.1768048
1.184743,-0.4227208,-0.08869573
1.122585,-0.2676255,-0.002569302
1.004325,-0.231183,0.03527452
0.8209972,-0.3299817,-0.01091436
0.5351709,-0.3167379,-0.01110962
0.4048009,-0.2719855,-0.01243063
0.4474498,-0.2389277,-0.04169987
0.4952507,-0.241254,-0.01409068
0.5114889,-0.2643261,-0.02946558
0.4961192,-0.1903764,0.003878246
0.4959915,-0.1306185,0.08951414
0.5055005,-0.1385307,0.08053201
0.5834228,-0.1863796,0.09560961
0.7554145,-0.2921238,0.1578222
0.9232561,-0.3389078,0.2431618
0.988152,-0.2915814,0.3236193
0.9786946,-0.2393041,0.3150235
1.070899,-0.2536586,0.2945369
1.182356,-0.3796592,0.2230892
1.2586,-0.6303727,0.01005875
1.470435,-0.818636,-0.1586101
1.598898,-0.696183,-0.1134186
1.391051,-0.5428289,-0.09146149
1.08199,-0.5686924,-0.2326367
0.954074,-0.5345525,-0.2653672
1.018057,-0.5199034,-0.2287558
1.068585,-0.5327898,-0.1831385
0.941912,-0.4449714,-0.05340833
0.8015681,-0.3790875,-0.09431131
0.7365506,-0.238762,-0.1605622
0.6372884,-0.08203132,-0.08274367
0.6022495,-0.09236375,-0.1104915
0.6184073,-0.1028304,-0.1222219
0.5901663,-0.1184586,-0.09703061
0.5787174,-0.1800717,-0.134658
0.5968184,-0.1934729,-0.09406505
0.6899434,-0.2041624,-0.04030414
0.7957106,-0.2047556,-0.001815589
0.8834977,-0.1600902,0.009296783
1.088229,-0.06101177,-0.02190627
1.270887,0.03830725,0.02262445
1.259196,0.0580232,0.05519711
1.251602,0.07901691,0.07422515
1.383233,0.05223486,0.0944206
1.48458,-0.1776662,-0.01470416
1.576335,-0.4550697,-0.1445816
1.636239,-0.5252284,-0.1980313
1.462933,-0.5057166,-0.1746659
1.262771,-0.5860431,-0.1381812
1.200145,-0.6047871,-0.164625
1.199092,-0.5443645,-0.1369914
1.179371,-0.4800415,-0.08227702
1.086656,-0.3004391,-0.05802762
1.065702,-0.2128883,-0.03261736
1.003927,-0.287041,-0.0181386
0.8240295,-0.2684756,0.0427443
0.667127,-0.2507477,0.02164325
