accx,accy,accz
1.549398,-0.2613679,-0.3616352
1.533376,-0.2474203,-0.3549908
1.610319,-0.3284942,-0.3642665
1.640332,-0.355814,-0.306322
1.424493,-0.3755878,-0.2718725
1.25754,-0.3869576,-0.2665111
1.155332,-0.2758412,-0.2087198
0.9872036,-0.1803628,-0.1871525
0.8728257,-0.1098774,-0.1727911
0.8279936,-0.08031105,-0.1581977
0.8121899,-0.1149161,-0.1834415
0.7717513,-0.1212836,-0.168532
0.7417579,-0.1733996,-0.138849
0.7172714,-0.1896823,-0.1061646
0.6346579,-0.1499658,-0.09577693
0.5866115,-0.1674346,-0.114272
0.5630052,-0.147439,-0.0809243
0.5745603,-0.1189946,-0.06287123
0.626999,-0.08927807,-0.06699579
0.7026052,-0.05451526,-0.07384025
0.8686446,-0.1166964,-0.1228478
0.9408447,-0.2070832,-0.1586591
0.9140625,-0.2842714,-0.2490153
1.008605,-0.3489828,-0.4756642
1.188125,-0.4114565,-0.7027044
1.318413,-0.4607293,-0.7052985
1.315524,-0.401358,-0.4870948
1.365743,-0.3072245,-0.349304
1.53348,-0.2008611,-0.3800306
1.609928,-0.03619089,-0.4072032
1.641988,0.03632935,-0.3844647
1.518617,-0.04297433,-0.3718804
1.188487,-0.1679919,-0.3451193
1.007784,-0.2248514,-0.2728571
0.920833,-0.1964077,-0.2703855
0.7707722,-0.1566251,-0.2923476
0.746362,-0.1170776,-0.2529239
0.8102768,-0.09762446,-0.2563365
0.8013977,-0.1090976,-0.2243747
0.7201225,-0.1019184,-0.1472216
0.6047932,-0.07430248,-0.1329992
0.5305796,-0.04448314,-0.1378388
0.5568613,-0.03176477,-0.1831075
0.6145399,-0.0445386,-0.219556
0.649445,-0.05143831,-0.1966863
0.7049777,-0.03182299,-0.1876072
0.7785507,-0.009980767,-0.1926955
0.8607605,-0.005806837,-0.2166802
0.8930738,-0.011215,-0.2446202
0.8627014,-0.05516827,-0.2613529
0.926276,-0.1716604,-0.3162955
1.065606,-0.3462011,-0.4182185
1.205931,-0.49413,-0.473671
1.34326,-0.4906317,-0.4294928
1.4388,-0.3373768,-0.413273
1.582848,-0.2138736,-0.4326272
1.717542,-0.2725626,-0.4204486
1.715425,-0.414402,-0.4222477
1.626518,-0.4814496,-0.3568438
1.402768,-0.4639427,-0.2228411
1.105888,-0.3677576,-0.1536087
0.9280145,-0.268464,-0.1410615
0.849379,-0.2203746,-0.1463574
0.7904922,-0.1673315,-0.1550433
0.7687252,-0.1393268,-0.1686937
0.7816542,-0.1469038,-0.1906132
0.7665,-0.1751733,-0.1859013
0.7160637,-0.2183609,-0.1573054
0.6544702,-0.2192468,-0.1192906
0.6278835,-0.2015175,-0.07665359
0.6724024,-0.190321,-0.05581901
0.6952963,-0.1756977,-0.07139694
0.6950276,-0.1497455,-0.103068
0.7173004,-0.1169339,-0.1282228
0.7144011,-0.1203831,-0.144
0.7487292,-0.1230739,-0.1316124
0.8423732,-0.134075,-0.1087603
0.9201734,-0.1867876,-0.1171024
0.9655498,-0.2217991,-0.1484694
1.008542,-0.2749251,-0.2620509
1.135931,-0.3494091,-0.5016053
1.291903,-0.3589894,-0.7154454
1.305951,-0.321072,-0.7344493
1.253513,-0.2776227,-0.5628166
1.283711,-0.2143083,-0.3611484
1.355097,-0.1169616,-0.2764611
1.461039,-0.03535207,-0.3147061
1.553396,-0.02189729,-0.4402014
1.467374,-0.04659111,-0.5348515
1.245732,-0.1108688,-0.3904703
0.9536128,-0.2230129,-0.1381439
