accx,accy,accz
1.01067,-0.1620609,-0.1433815
1.011663,-0.1627761,-0.1465984
1.010282,-0.1615257,-0.146225
1.009466,-0.161289,-0.1442152
1.010161,-0.16371,-0.1467754
1.007389,-0.1662255,-0.1447257
1.006073,-0.1644414,-0.1413351
1.00668,-0.1634257,-0.1421588
1.006237,-0.1659853,-0.1412469
1.00906,-0.1673368,-0.1434313
1.010606,-0.1666271,-0.1475211
1.009407,-0.1669395,-0.1497553
1.009162,-0.1690293,-0.1504469
1.00746,-0.169287,-0.1488846
1.006184,-0.1678588,-0.1528735
1.006721,-0.1693577,-0.1559808
1.005851,-0.1713943,-0.1527468
1.005235,-0.1708755,-0.151911
1.008594,-0.1725085,-0.1511325
1.010897,-0.1746135,-0.1518419
1.009005,-0.1724532,-0.1537664
1.007815,-0.1689401,-0.1551875
1.006479,-0.1661861,-0.1603913
1.005768,-0.1685152,-0.1593959
1.007148,-0.173215,-0.1533888
1.008559,-0.1724051,-0.1536601
1.010544,-0.172163,-0.1541137
1.009916,-0.169511,-0.1513071
1.009019,-0.1624994,-0.1500723
1.010332,-0.1638799,-0.1541646
1.009511,-0.1659461,-0.1589681
1.00883,-0.1652593,-0.1571017
1.006528,-0.1708149,-0.155828
1.002895,-0.1731858,-0.1578192
1.004823,-0.1721055,-0.1562354
1.006677,-0.1703374,-0.1535289
1.005083,-0.1646148,-0.1507138
1.005046,-0.1662751,-0.1503685
1.004161,-0.1704944,-0.1585135
1.002473,-0.1698601,-0.1645439
1.005302,-0.1731889,-0.159264
1.008317,-0.1736128,-0.1548421
1.006855,-0.1711676,-0.1592432
1.006385,-0.1719408,-0.1625503
1.007458,-0.1686158,-0.1622745
1.006601,-0.1653936,-0.1643704
1.005908,-0.1670686,-0.1628262
1.005543,-0.1698559,-0.1577004
1.005427,-0.1711464,-0.1567652
1.00707,-0.1687228,-0.1589491
1.008619,-0.1653388,-0.163312
1.008411,-0.1638876,-0.1653711
1.006641,-0.1645521,-0.1650899
1.006616,-0.1644089,-0.1673287
1.009409,-0.1617635,-0.1662945
1.009243,-0.1609819,-0.1615553
1.0051,-0.1639368,-0.1560138
1.002065,-0.1676937,-0.1522366
1.004766,-0.1690099,-0.154542
1.008924,-0.1706366,-0.1567787
1.006585,-0.1735026,-0.1596176
1.005064,-0.1737678,-0.1652284
1.0064,-0.1740191,-0.1649894
1.004872,-0.1750667,-0.1644442
1.005655,-0.1745773,-0.1679294
1.006373,-0.1717869,-0.1670806
1.006118,-0.1694548,-0.1661175
1.006743,-0.1712497,-0.1658707
1.003389,-0.1711217,-0.1599074
