accx,accy,accz
0.9398903,0.223118,0.3291005
0.9394332,0.2227772,0.325576
0.9388376,0.2246641,0.3294294
0.9382117,0.2263115,0.3304323
0.9351017,0.2292783,0.3322356
0.9361281,0.2288327,0.3328569
0.939167,0.2258704,0.3318227
0.9416329,0.2263594,0.3368414
0.9438278,0.2277677,0.3402823
0.9404147,0.232514,0.3376403
0.9346787,0.2381393,0.334
0.9322385,0.2367525,0.3298884
0.9327404,0.234913,0.3270814
0.9322109,0.2378641,0.32991
0.9296656,0.2389405,0.3337864
0.9302126,0.2385111,0.3317955
0.9315237,0.239248,0.3312107
0.9309249,0.237897,0.334722
0.9320497,0.2376104,0.3377817
0.9315214,0.2377203,0.3423085
0.929989,0.2354059,0.3415566
0.9335032,0.2362011,0.3364497
0.9385907,0.2391409,0.3357579
0.9410657,0.2433771,0.3323837
0.9389658,0.2494017,0.3237639
0.9359677,0.2511782,0.3146726
0.937825,0.2488074,0.3132119
0.9380777,0.2436473,0.3199943
0.9370591,0.2334424,0.3201254
0.9398035,0.2247942,0.3190116
0.941113,0.2251503,0.3232552
0.9419946,0.2253384,0.3246923
0.9435973,0.2197104,0.3260414
0.9429659,0.2185233,0.3267009
0.9419575,0.2209467,0.3264632
0.9416237,0.2213181,0.3222619
0.9427085,0.222671,0.3133047
0.9445376,0.224043,0.3142934
0.9455878,0.223661,0.3173707
0.9460843,0.2220722,0.3158571
0.9454516,0.2201662,0.3185662
0.9439639,0.2194014,0.3168396
0.9422328,0.2214661,0.3143953
0.9410116,0.225905,0.3197603
0.9401696,0.2268912,0.3240915
0.9405551,0.2234214,0.325046
0.9443814,0.2185619,0.3249742
0.9478349,0.2163996,0.3237446
0.9470932,0.2229855,0.3188574
0.9437879,0.2301825,0.3131952
0.940306,0.2290705,0.3150216
0.9387377,0.228742,0.3177843
0.9393364,0.2321895,0.3149288
0.9416373,0.2311147,0.3150674
0.943506,0.2271692,0.3198578
0.9412005,0.2262644,0.3240687
0.9370143,0.2265714,0.3295596
0.9352214,0.2270015,0.3345177
0.9348711,0.2300974,0.3326621
0.93618,0.234204,0.3281318
0.9380781,0.2348872,0.3251333
0.9358181,0.2342155,0.3212127
0.9330291,0.2360282,0.3219799
0.9320017,0.2391665,0.3284251
0.9282018,0.2430713,0.3318441
0.9263486,0.2445765,0.3332628
0.92791,0.2449276,0.3352013
0.927587,0.2500735,0.336231
0.926171,0.256385,0.3351856
0.9187948,0.2609004,0.3350797
0.9058047,0.2585927,0.3474497
0.9016782,0.2507168,0.3708561
0.9057197,0.2499577,0.3866374
0.9049629,0.2509032,0.3844317
0.8973358,0.2537996,0.3819866
0.8895904,0.2669477,0.3915318
0.8879796,0.2789243,0.3935346
0.8854947,0.2853786,0.3931242
0.8734219,0.2947694,0.3970418
0.8625646,0.3130881,0.3937753
0.8605026,0.3300687,0.4019884
0.8596527,0.3410037,0.4198184
0.8547835,0.3564655,0.4340317
0.8447042,0.3603799,0.4442935
0.8310886,0.3601832,0.4414009
0.8182184,0.3745778,0.4446515
0.8151593,0.3756929,0.4540638
0.821933,0.3715867,0.4525992
0.8262416,0.3739095,0.4529506
0.8322264,0.3626809,0.4523072
0.8333376,0.3614332,0.4495888
0.8180826,0.3823049,0.4486092
0.8046893,0.404802,0.4476914
0.7969339,0.4136679,0.4505474
0.7968283,0.4046587,0.4500375
0.8033664,0.3979111,0.451648
0.7996804,0.3933546,0.4636441
0.7962683,0.3932938,0.4799129
0.7887145,0.4165451,0.4873987
0.7745801,0.4413312,0.4777257
0.7689419,0.4493661,0.4749045
0.7584118,0.444496,0.4865853
0.7527776,0.4422435,0.492773
0.759347,0.4516904,0.4927053
0.7606194,0.4515928,0.4907217
0.7592873,0.4475965,0.4926352
0.7557655,0.4468363,0.4986724
0.750514,0.4438371,0.5041583
0.7445123,0.4463113,0.5080303
0.7401758,0.4413732,0.5068353
0.7390247,0.4363168,0.512589
0.7328952,0.4427014,0.5231304
0.7310489,0.4523693,0.5238023
0.732866,0.4664266,0.5235645
0.7272287,0.4709977,0.524527
0.7205357,0.4766893,0.5274562
0.7109349,0.492607,0.5347256
0.6916613,0.4924544,0.5376229
0.6728858,0.4930254,0.5397102
0.6667087,0.5145101,0.5478652
0.6567003,0.5328078,0.5592709
0.6418674,0.5354731,0.5646431
0.6401307,0.5445619,0.570204
0.6213315,0.5775706,0.595832
0.5899247,0.6086095,0.6244034
0.5814632,0.6135196,0.6239217
0.5575661,0.6192407,0.6049656
0.5200093,0.6408358,0.5939948
0.5310356,0.6353739,0.5892481
0.5693994,0.5970757,0.5848368
0.5940022,0.5609947,0.5810905
0.6141301,0.530371,0.5739331
0.6264241,0.5174846,0.5711345
0.6578455,0.4986461,0.5657305
0.7016483,0.469127,0.5572415
0.6854756,0.4767756,0.5597252
0.6692849,0.4699553,0.5559835
0.6826998,0.462015,0.5561653
0.6606221,0.4968001,0.5651171
0.6626992,0.5025075,0.558174
0.6764071,0.5055843,0.5564519
0.6551232,0.5176214,0.5610708
0.6499882,0.5190002,0.5604771
0.6336801,0.5488629,0.5657736
0.6174638,0.5599294,0.5653509
0.6276469,0.5553509,0.5651257
0.6231536,0.556561,0.572014
0.6244816,0.5447226,0.5726842
0.6307842,0.5519003,0.5653488
0.6258542,0.5555485,0.5562188
0.6195215,0.5542215,0.5595464
0.6071605,0.5640397,0.5671704
